חברה,שם,קטגוריה,אתר אינטרנט,כתובת,טלפון,קניות אונליין,אזור,חדש,latitude,longitude
נטוצ'י ,באר שבע,לבית ולחצר,,"באר שבע, דרך חברון 48",08-6420300,N,דרום,Y,31.243243,34.809031999999995
איטלסופה,מעלה אדומים,לבית ולחצר,,"מעלה אדומים, שדרות המייסדים 15 ",073-2240554,N,ירושלים,Y,31.778685,35.315631
איטלסופה,בני ברק - דן דיזיין,לבית ולחצר,,"בני ברק, הלח""י 2",03-6186187,N,מרכז,Y,32.103912,34.828915
איטלסופה,חיפה ,לבית ולחצר,,"חיפה, חוצות המפרץ, מתחם לעיצוב הבית",04-8400121,N,צפון,Y,32.808184,35.053261
איטלסופה,נתניה ,לבית ולחצר,,"נתניה, מתחם סוהו, קומה 2, מפ""י 5",09-7660800,N,שרון,Y,32.274894,34.861371
איטלסופה,ראשון לציון ,לבית ולחצר,,"ראשון לציון, מתחם שבעת הכוכבים יוסף לישנסקי 4",03-3731434,N,מרכז,Y,31.987465,34.764918
איטלסופה,בילו סנטר,לבית ולחצר,,"קריית עקרון, בילו סנטר",08-9418411,N,מרכז,Y,31.864883,34.816612
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"תל-אביב, יגאל אלון 76",03-5705241,N,מרכז,N,32.065222,34.792437
ביתילי,חיפה ,לבית ולחצר,,"חיפה, חוצות המפרץ",,N,צפון,Y,32.808404,35.054707
ביתילי,באר שבע,לבית ולחצר,,"באר שבע, אליהו נאוי 12",,N,דרום,Y,31.244246,34.806349
ביתילי,מעלה אדומים ,לבית ולחצר,,"מעלה אדומים, שדרות המייסדים 15",,N,ירושלים,Y,31.778656,35.315692
ביתילי,ראשון לציון,לבית ולחצר,,"ראשון לציון, האצל 2",,N,מרכז,Y,31.988805,34.768292
ביתילי,נתניה,לבית ולחצר,,"נתניה, גיבורי ישראל 5",,N,שרון,Y,32.275551,34.859954
ביתילי,בני ברק ,לבית ולחצר,,"בני ברק, הלחי 2",,N,מרכז,Y,32.103681,34.829793
ביתילי,"צומת ביל""ו",לבית ולחצר,,"קרית עקרון, צומת ביל""ו ",,N,מרכז,Y,31.863915,34.817406
ביתילי,כרמיאל,לבית ולחצר,,"כרמיאל, החרושת 59",,N,צפון,Y,32.925325,35.323312
ביתילי,פתח תקווה ,לבית ולחצר,,"פתח תקווה, חיים סוטין 4",,N,מרכז,Y,32.102010,34.894081
ביתילי,נוף הגליל ,לבית ולחצר,,"נוף הגליל, שדרות מעלה יצחק 29",,N,צפון,Y,32.702151,35.322822
ביתילי,אשדוד,לבית ולחצר,,"אשדוד, מתחם סטאר סיטי ",,N,דרום,Y,31.810200,34.656624
ביתילי,אשקלון - מבקיעים,לבית ולחצר,,"אשקלון, גלובוס סנטר חוף אשקלון",,N,דרום,Y,31.626950,34.583679
גולף קו,פרופיט סנטר,לבית ולחצר,www.golfco.co.il,"חולון, המרכבה 38",073-7093372,N,מרכז,N,32.0064317986928,34.807255999999995
גולף קו,צומת ירקונים,לבית ולחצר,www.golfco.co.il,"פתח תקווה, צומת ירקונים",03-9130778,N,מרכז,N,32.12174351832982,34.903433609903374
גולף קו,קניון M הדרך,לבית ולחצר,www.golfco.co.il,"בית חירות, קניון M הדרך - מחלף ינאי",09-8665749,N,שרון,N,32.38601,34.86671
גולף קו,מול כנרת,לבית ולחצר,www.golfco.co.il,"צמח, צומת צמח",073-7093366,N,צפון,N,32.704514592921434,35.5875205
הום סנטר,מול כנרת,לבית ולחצר,www.homecenter.co.il,"צמח, צומת צמח",04-6460574,N,צפון,N,32.704415,35.587348
גולף קו,סניף תל חנן,לבית ולחצר,www.golfco.co.il,"תל חנן, תל חנן",04-8210173,N,צפון,N,32.7697407986928,35.044990999999996
גולף קו,גולף קו,לבית ולחצר,www.golfco.co.il,"נתניה, הרצל 9",09-8828106,N,שרון,N,32.329633,34.854334
גולף קו,גולף קו,לבית ולחצר,www.golfco.co.il,"ירושלים, פינת הרחובות שמאי לונץ",02-6232293,N,ירושלים,N,31.781732,35.21882
גולף קו,קניון שער העיר,לבית ולחצר,www.golfco.co.il,"אילת, דרך הערבה 9",08-6325156,N,אילת,N,29.556223,34.955502
גולף קו,גולף קו,לבית ולחצר,www.golfco.co.il,"קרית גת, א.ת. פולג - דרך ישראל",073-7093370,N,דרום,N,31.600835,34.759506
גולף קו,גולף קו,לבית ולחצר,www.golfco.co.il,"חיפה, יפו 42",04-8532169,N,צפון,N,32.819778,34.997175000000006
גולף קו,מרכז קונגרסים,לבית ולחצר,www.golfco.co.il,"חיפה, קדושי יאסי 2",073-7093319,N,צפון,N,32.791352,34.965259
גולף קו,מגדל פנורמה,לבית ולחצר,www.golfco.co.il,"חיפה, שדרות הנשיא 111",04-8374223,N,צפון,N,32.806127,34.987517000000004
גולף קו,גולף קו,לבית ולחצר,www.golfco.co.il,"עפולה, ארלוזורוב 8",04-6591074,N,צפון,N,32.608756,35.288933
הום סנטר,פאואר סנטר,לבית ולחצר,www.homecenter.co.il,"נס-ציונה, הפטיש 6",08-8582200,N,מרכז,N,31.9221697986928,34.793681
הום סנטר,קניון ערד,לבית ולחצר,www.homecenter.co.il,"ערד, הקנאים 27",08-9956969,N,דרום,N,31.2604127986928,35.208593
הום סנטר,מתחם הום סנטר,לבית ולחצר,www.homecenter.co.il,"ראשון לציון, הלח""י 4",03-9412314,N,מרכז,N,31.973002,34.792398
דיסני הום,דיסני הום TLV,לבית ולחצר,,"תל אביב, קרליבך 6",,N,מרכז,N,32.067993,34.783616
דיסני הום,דיסני הום גרנד קניון,לבית ולחצר,,"חיפה, דרך שמחה גולן 54",,N,צפון,N,32.790150,35.007950
דיסני הום,דיסני הום גבעתיים,לבית ולחצר,,"גבעתיים, יצחק רבין 53",,N,מרכז,N,32.066830,34.810140
דיסני הום,דיסני הום ראשון לציון,לבית ולחצר,,"ראשון לציון, משה דיין 3",,N,מרכז,N,31.980800,34.775880
הום סנטר,מרכז ONE,לבית ולחצר,www.homecenter.co.il,"אילת, חטיבת גולני 40",08-6330093,N,אילת,N,29.565456,34.955477
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"אשקלון, רחוב הפנינים 1 א.ת. צפוני",08-6755751,N,דרום,N,31.661986,34.596602
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"קרית גת, הרימון 49",08-6600317,N,דרום,N,31.605304,34.768076
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"אור יהודה, המפעל 5",03-6341333,N,מרכז,N,32.034374,34.849116
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"אשדוד, האורגים 1 א.ת. קלה",08-8564116,N,דרום,N,31.810286,34.663707
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"בני ברק, מבצע קדש 68",03-5799930,N,מרכז,N,32.101721,34.829365
הום סנטר,מתחם געש,לבית ולחצר,www.homecenter.co.il,"געש, געש",09-9502426,N,שרון,N,32.228477,34.824411
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"חולון, המנור 2 אזור תעשיה חולון",03-5596383,N,מרכז,N,32.006952,34.803676
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"יפו, שד' ירושלים 31",03-5187850,N,מרכז,N,32.053003,34.759442
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"כפר סבא, עתיר ידע 1",09-7678935,N,שרון,N,32.166473,34.928285
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"נתניה, האורזים 4 א.ת. צפון",09-8846099,N,שרון,N,32.322029,34.871977
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"רמלה, היצירה 10",08-9208701,N,מרכז,N,31.931856,34.881277
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"חדרה, יוסף מייזר 14 א.ת.",04-6338488,N,צפון,N,32.453282,34.909430
הום סנטר,סניף קרית חיים,לבית ולחצר,www.homecenter.co.il,"קרית חיים, האיצטדיון 1",04-8413229,N,צפון,N,32.819160,35.054859
הום סנטר,מרכז דנילוב,לבית ולחצר,www.homecenter.co.il,"טבריה, יהודה הלוי 2",04-6721144,N,צפון,N,32.791625,35.535317
הום סנטר,ירכא,לבית ולחצר,www.homecenter.co.il,"ירכא, ירכא",04-9560600,N,צפון,N,32.953492,35.212093
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"כרמיאל, החרושת 14 א.ת.",04-9589251,N,צפון,N,32.921491,35.305866
הום סנטר,"מתחם מת""מ",לבית ולחצר,www.homecenter.co.il,"חיפה, אתר שער הכרמל - נחום חת 9 מתחם מת""ם",04-8500040,N,צפון,N,32.784523,34.957431
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"מגדל העמק, האצטדיון 1 א.ת. דרומי",04-6441838,N,צפון,N,32.668397,35.240153
הום סנטר,צים סנטר,לבית ולחצר,www.homecenter.co.il,"מעלות, שלמה שרירא 3 א""ת",04-9571795,N,צפון,N,33.020972,35.277583
הום סנטר,מתחם ONE,לבית ולחצר,www.homecenter.co.il,"נצרת, המלאכה 16",04-6468684,N,צפון,N,32.675777,35.239197000000004
הום סנטר,הום סנטר,לבית ולחצר,www.homecenter.co.il,"עפולה, קהילת ציון 19",04-6523059,N,צפון,N,32.605842,35.296384
הום סנטר,סניף תלפיות,לבית ולחצר,www.homecenter.co.il,"ירושלים, הרכבים 8 א.ת. תלפיות",02-6734222,N,ירושלים,N,31.753774,35.212946
הום סנטר,ירכא,לבית ולחצר,www.homecenter.co.il,"ירכא, קניון סיטי מול ירכא",04-9560600,N,צפון,N,32.952330,35.178568
טכנו גן,אזור,לבית ולחצר,www.technogan.co.il,"אזור, החצב 10",03-5584011,Y,מרכז,N,32.032200,34.796420
ישראלי עיצוב הבית,רמת השרון ,לבית ולחצר,www.aisraeli.co.il/,"רמת השרון, שמחה הולצברג 3 ",,Y,שרון,N,32.140339,34.835405
נטוצ'י ,קריית אתא,לבית ולחצר,,"קריית אתא, דרך חיפה 44",073-2240545,N,צפון,Y,32.807043,35.074314
נטוצ'י ,רמת גן ,לבית ולחצר,,"רמת גן, בן גוריון 2 פינת אבא הלל (מגדלי בסר)",03-6005151,N,מרכז,Y,32.095828,34.821539
נטוצ'י ,הרצליה ,לבית ולחצר,,"הרצליה, שנקר 5",09-9554000,N,שרון,Y,32.159128,34.809437
נטוצ'י ,מעלה אדומים,לבית ולחצר,,"ירושלים, דיזיין סיטי שדרות המייסדים 15",02-6799449,N,ירושלים,Y,31.778676,35.315631
נטוצ'י ,חיפה ,לבית ולחצר,,", מרכז הקונגרסים ",04-8550567,N,צפון,Y,32.791286,34.965323
סהרה שטיחים ,חיפה ,לבית ולחצר,saharacarpet.co.il/,"חיפה, שד' ההסתדרות 251",072-3921855,Y,צפון,N,32.810027,35.068221
סהרה שטיחים ,פתח תקווה ,לבית ולחצר,saharacarpet.co.il/,"פתח תקווה, זבוטינסקי 110",03-6821273,Y,מרכז,N,32.092914,34.855464
סקאב ישראל,אולם תצוגה,לבית ולחצר,www.scab.co.il,"מודיעין, האורג 5",08-6630060,Y,ירושלים,N,31.884617,34.961313
עוז קרמיקה,ירושלים ,לבית ולחצר,oz-ceramica.co.il/,"ירושלים, האומן 40 א.ת תלפיות ",02-6482195,N,ירושלים,N,31.749427,35.206208
עוז קרמיקה,מודיעין ,לבית ולחצר,oz-ceramica.co.il/,"מודיעין, א.המלאכה 1 ישפרו סנטר ",08-9266736,N,מרכז,N,31.890418,34.965206
עוז קרמיקה,"צומת ביל""ו ",לבית ולחצר,oz-ceramica.co.il/,"קרית עקרון, המלך חסן השני 1",08-9104900,N,מרכז,N,31.859441,34.814973
עוז קרמיקה,פתח תקווה ,לבית ולחצר,oz-ceramica.co.il/,"פתח תקווה, בן ציון גאליס 26",08-6790666,N,מרכז,N,32.104995,34.892967
עוז קרמיקה,ראשן לציון ,לבית ולחצר,oz-ceramica.co.il/,"ראשון לציון, מזל אלעזר 5",03-9523111,N,מרכז,N,31.990129,34.771408
עוז קרמיקה,באר שבע ,לבית ולחצר,oz-ceramica.co.il/,"באר שבע, רוטשילד 13",08-6196284,N,דרום,N,31.243232,34.802931
עוז קרמיקה,מישור אדומים ,לבית ולחצר,oz-ceramica.co.il/,"מישור אדומים, א.ת. מישור אדומים ",02-6256113,N,ירושלים,N,31.752309,35.209051
עוז קרמיקה,ירושלים ,לבית ולחצר,oz-ceramica.co.il/,"ירושלים, פתח תקווה 16",02-5373343,N,ירושלים,N,31.794034,35.204061
עוז קרמיקה,אשקלון ,לבית ולחצר,oz-ceramica.co.il/,"אשקלון, רח' הפלדה 7",,N,דרום,N,31.668218,34.598883
עוז קרמיקה,בני ברק ,לבית ולחצר,oz-ceramica.co.il/,"בני ברק, מבצע קדש 56 ",,N,מרכז,N,32.099777,34.829387
צמר שטיחים יפים,ירושלים,לבית ולחצר,tzemer.co.il,"ירושלים, פייר קינג 39",,Y,ירושלים,Y,31.752243,35.214288
צמר שטיחים יפים,ראשון לציון ,לבית ולחצר,tzemer.co.il,"ראשון לציון, אליהו איתן 3",,Y,מרכז,Y,31.994132,34.766124
צמר שטיחים יפים,חנות בוטיק - ראשון לציון,לבית ולחצר,tzemer.co.il,"ראשון לציון, לישנסקי 4",,Y,מרכז,Y,31.988182,34.764766
צמר שטיחים יפים,תל אביב - אאוטלט,לבית ולחצר,tzemer.co.il,"תל אביב, קיבוץ גלויות 34",,Y,מרכז,Y,32.051482,34.768937
צמר שטיחים יפים,הרצליה,לבית ולחצר,tzemer.co.il,"הרצליה, מדינת היהודים 60",,Y,שרון,Y,32.165879,34.809642
צמר שטיחים יפים,נתניה,לבית ולחצר,tzemer.co.il,"נתניה, מפי 5 - מתחם סוהו",,Y,שרון,Y,32.275033,34.861274
צמר שטיחים יפים,מעלה אדומים Dcity,לבית ולחצר,tzemer.co.il,"מעלה אדומים, שד' המייסדים 15",,Y,ירושלים,Y,31.827962,35.339978
רהיטי קיסר,רהיטי קיסר פתח תקווה ,לבית ולחצר,ergonomicoffice.co.il/,"פתח תקווה, ז'בוטינסקי 110",03-6810966,Y,מרכז,N,32.092940,34.855438
Talking,אתר אינטרנט להזמנות אונליין ,לימודים וספרים,talking.co.il,"תל אביב, מגדלי אלון 2 יגאל אלון 94",9811*,Y,מרכז,N,-0.00011476634252988372,-0.0005102525714019611
גליץ,סניף ראשי,לימודים וספרים,lp.galitz.co.il,"רמת גן, היצירה 26, מתחם הבורסה",077-409-0280,Y,מרכז,N,-0.0005126665717330229,-0.00010345040467542579
גליץ,שלוחת ירושלים,לימודים וספרים,lp.galitz.co.il,"ירושלים, מכללת עזריאלי, יעקב שרייבום 26",077-409-0280,Y,ירושלים,N,-0.0005167407449074034,-0.00008067219194085343
גליץ,שלוחת חיפה,לימודים וספרים,lp.galitz.co.il,"חיפה, מכללת תלתן, העצמאות 65",077-409-0280,Y,צפון,N,-0.000519803373807455,-0.00005773605960218601
גליץ,שלוחת רעננה,לימודים וספרים,lp.galitz.co.il,"רעננה, מרכז הצעירים, התעשיה 11",077-409-0280,Y,שרון,N,-0.0005218484631932847,-0.000034686906215559366
סטימצקי,קניון עזריאלי,לימודים וספרים,www.steimatzky.co.il,"תל-אביב, דרך מנחם בגין 132",03-6956883,N,מרכז,N,32.07444598433188,34.79190228228461
צומת ספרים,קניון עזריאלי,לימודים וספרים,www.booknet.co.il,"תל-אביב, דרך מנחם בגין 132",03-6094549,Y,מרכז,N,32.07452448433188,34.79195931587306
סטימצקי,קניון עיר ימים,לימודים וספרים,www.steimatzky.co.il,"נתניה, בני ברמן 2",09-8857035,N,שרון,N,32.27875247343478,34.846862016546105
צומת ספרים,קניון עיר ימים,לימודים וספרים,www.booknet.co.il,"נתניה, בני ברמן 2",09-7749410,Y,שרון,N,32.27880024339668,34.84689672345498
סטימצקי,קניון אבנת,לימודים וספרים,www.steimatzky.co.il,"פתח תקווה, זבוטינסקי 72",03-9233449,N,מרכז,N,32.093123459039134,34.86564894505383
צומת ספרים,קניון אבנת,לימודים וספרים,www.booknet.co.il,"פתח תקווה, ז'בוטינסקי 72",03-9222865,Y,מרכז,N,32.093193753281184,34.86567911068884
סטימצקי,קניון הקריון,לימודים וספרים,www.steimatzky.co.il,"קרית ביאליק, דרך עכו 192",04-8761993,N,צפון,N,32.841998953534805,35.088953989380926
צומת ספרים,קניון הקריון,לימודים וספרים,www.booknet.co.il,"קרית ביאליק, דרך עכו 192",04-8742052,Y,צפון,N,32.84207311975875,35.08899291481805
סטימצקי,גרנד קניון,לימודים וספרים,www.steimatzky.co.il,"באר שבע, שד' דוד טוביהו 125",08-8507731,N,דרום,N,31.252467953534808,34.76874498938093
סטימצקי,"ביל""ו סנטר",לימודים וספרים,www.steimatzky.co.il,"קרית עקרון, צומת בילו קרית עקרון",08-9412114,N,מרכז,N,31.87194906020022,34.8194524545639
צומת ספרים,קניון  חוצות המפרץ,לימודים וספרים,www.booknet.co.il,"קרית חיים, החרושת 5, צומת וולקן",04-8401565,Y,צפון,N,32.8063942943364,35.05513498951095
סטימצקי,גרנד קניון,לימודים וספרים,www.steimatzky.co.il,"חיפה, שמחה גולן 54",04-8323272,N,צפון,N,32.78953286250502,35.00791070193279
צומת ספרים,גרנד קניון,לימודים וספרים,www.booknet.co.il,"חיפה, דרך שמחה גולן 54",04-8220645,Y,צפון,N,32.789606239999586,35.00799119321001
סטימצקי,ביג פולג,לימודים וספרים,www.steimatzky.co.il,"נתניה, גיבורי ישראל 5",09-8359060,N,שרון,N,32.276113485020204,34.85975493040982
סטימצקי,מתחם G,לימודים וספרים,www.steimatzky.co.il,"כפר סבא, ויצמן 301",09-7680538,N,שרון,N,32.170314076362345,34.92840023001635
סטימצקי,דיזנגוף סנטר,לימודים וספרים,www.steimatzky.co.il,"תל-אביב, דיזנגוף סנטר",03-5285271,N,מרכז,N,32.07517998433188,34.77545428228461
צומת ספרים,דיזנגוף סנטר-ספריה,לימודים וספרים,www.booknet.co.il,"תל-אביב, דיזנגוף סנטר 50",03-6205986,Y,מרכז,N,32.07525848433188,34.77551131587306
סטימצקי,מתחם G,לימודים וספרים,www.steimatzky.co.il,"ראשון לציון, ילדי טהרן 3",03-5344532,N,מרכז,N,31.983909801718784,34.77077068567359
צומת ספרים,מתחם G,לימודים וספרים,www.booknet.co.il,"ראשון לציון, ילדי טהרן 3",,Y,מרכז,N,31.98386874388507,34.77095057179662
סטימצקי,סטאר סנטר,לימודים וספרים,www.steimatzky.co.il,"אשדוד, ז'בוטינסקי 47",08-8524737,N,דרום,N,31.810391659104972,34.65334219731864
צומת ספרים,סטאר סנטר,לימודים וספרים,www.booknet.co.il,"אשוד, ז'בוטינסקי 47",08-8604720,Y,דרום,N,31.810464875546753,34.65345612432586
Easy English,חנות אינטרנטית ,לימודים וספרים,eewe.co.il,"בני עי""ש, השקמה 19",052-8085630,Y,ירושלים,N,31.788745,34.763542
סטימצקי,מרכז ביג,לימודים וספרים,www.steimatzky.co.il,"אילת, הסתת 20",08-6338150,N,אילת,N,29.5665457976486,34.95931042201949
צומת ספרים,איירפורט סיטי,לימודים וספרים,www.booknet.co.il,"לוד,  רח' השרון 1 מול מרכז הכנסים אביניו ",03-9712905,Y,מרכז,N,31.984430000000003,34.913946
צומת ספרים,פאוור סנטר סילבר,לימודים וספרים,www.booknet.co.il,"אשקלון, צומת כפר סילבר",08-6750093,Y,דרום,N,31.674418407078562,34.6089405
סטימצקי,קניון הנגב,לימודים וספרים,www.steimatzky.co.il,"באר שבע, צומת אלי כהן",08-6230301,N,דרום,N,31.24409448502021,34.79228993040982
צומת ספרים,קניון הנגב,לימודים וספרים,www.booknet.co.il,"באר שבע, צומת אלי כהן - קניון הנגב",08-6286028,Y,דרום,N,31.24412132542394,34.79234566508246
סטימצקי,מתחם ביג,לימודים וספרים,www.steimatzky.co.il,"באר שבע, דרך חברון 21",08-6737946,N,דרום,N,31.243726230164025,34.8098525
סטימצקי,קניון Big Fashion,לימודים וספרים,www.steimatzky.co.il,"בית שמש, יגאל אלון 1",02-5864211,N,ירושלים,N,31.756220243396683,34.98744072345498
סטימצקי,קניון גבעתיים,לימודים וספרים,www.steimatzky.co.il,"גבעתיים, דרך יצחק רבין 53",03-6030127,N,מרכז,N,32.06635898433188,34.810297282284616
צומת ספרים,קניון גבעתיים,לימודים וספרים,www.booknet.co.il,"גבעתיים, יצחק רבין 53",03-5730966,Y,מרכז,N,32.066393717715385,34.81033201566812
סטימצקי,קניון שרונים,לימודים וספרים,www.steimatzky.co.il,"הוד השרון, הירקון 2",09-7459748,N,שרון,N,32.09744344007948,34.89617055992052
צומת ספרים,קניון חולון,לימודים וספרים,www.booknet.co.il,"חולון, גולדה מאיר 7",03-9413941,Y,מרכז,N,32.011920747840605,34.77938000395169
סטימצקי,קניון חיפה,לימודים וספרים,www.steimatzky.co.il,"חיפה, משה פלימן 4",04-8501538,N,צפון,N,32.78946703746778,34.96512148909769
צומת ספרים,קניון חיפה,לימודים וספרים,www.booknet.co.il,"חיפה, פלימן 4",04-8500868,Y,צפון,N,32.78949846951672,34.965168530483275
סטימצקי,מרכז הכרמל,לימודים וספרים,www.steimatzky.co.il,"חיפה, שד' הנשיא 134",04-8104188,N,צפון,N,32.803152,34.986182
סטימצקי,מרכז ביג,לימודים וספרים,www.steimatzky.co.il,"טבריה, יהודה הלוי 1",04-6040820,N,צפון,N,32.79041974388507,35.53387057179662
סטימצקי,קניון דרכים,לימודים וספרים,www.steimatzky.co.il,"יוקנעם, התמר 2",04-9590559,N,צפון,N,32.6595232013072,35.105084999999995
סטימצקי,קניון מלחה,לימודים וספרים,www.steimatzky.co.il,"ירושלים, אגודת הספורט ביתר 1",02-6780635,N,ירושלים,N,31.7515985,35.187448358293246
צומת ספרים,קניון מלחה,לימודים וספרים,www.booknet.co.il,"ירושלים, אגודת הספורט ביתר 1",02-6795569,Y,ירושלים,N,31.751639259581378,35.18746524146464
סטימצקי,ממילא,לימודים וספרים,www.steimatzky.co.il,"ירושלים, שלמה המלך 9",02-6257268,N,ירושלים,N,31.778257215822432,35.223559245158285
סטימצקי,קניון ערים,לימודים וספרים,www.steimatzky.co.il,"כפר סבא, כצנלסון 14",09-7672466,N,שרון,N,32.17719407419424,34.90357525680555
סטימצקי,ביג כרמיאל,לימודים וספרים,www.steimatzky.co.il,"כרמיאל, מעלה כמון 2",04-9887171,N,צפון,N,32.92714381281938,35.32415774229963
צומת ספרים,ביג כרמיאל,לימודים וספרים,www.booknet.co.il,"כרמיאל, מעלה כמון 2",04-9986914,Y,צפון,N,32.92722107759324,35.3242073973547
סטימצקי,קניון מודיעין,לימודים וספרים,www.steimatzky.co.il,"מודיעין, לב העיר 2",08-9712091,N,ירושלים,N,31.89974381281938,35.00835774229964
צומת ספרים,קניון מודיעין,לימודים וספרים,www.booknet.co.il,"מודיעין, לב העיר 2",08-9758830,Y,ירושלים,N,31.899778875546755,35.008388124325855
סטימצקי,מתחם G עמק הסנטר,לימודים וספרים,www.steimatzky.co.il,"עפולה, שד' יצחק רבין 18",04-6592767,N,צפון,N,32.61900551090231,35.31267496253222
צומת ספרים,קניון סירקין,לימודים וספרים,www.booknet.co.il,"פתח תקווה, אלעזר פרידמן 9",03-6093937,Y,מרכז,N,32.07935740707856,34.9026545
סטימצקי,קניון קרית אונו,לימודים וספרים,www.steimatzky.co.il,"קרית אונו, שלמה המלך 37",03-5345799,N,מרכז,N,32.055445076362346,34.863462230016346
סטימצקי,קניון 8 סנטר,לימודים וספרים,www.steimatzky.co.il,"קרית שמונה, טשרניחובסקי 4",04-6903271,N,צפון,N,33.2105302943364,35.56871298951095
סטימצקי,קניון רחובות,לימודים וספרים,www.steimatzky.co.il,"רחובות, ביל""ו 2",08-9493408,N,מרכז,N,31.89213225789778,34.80598538260392
סטימצקי,קניון רמת אביב,לימודים וספרים,www.steimatzky.co.il,"תל-אביב, איינשטיין 40",03-6437195,N,מרכז,N,32.11200463134191,34.7957936557172
סטימצקי,קניון מול הים,לימודים וספרים,www.steimatzky.co.il,"אילת, הפלמ""ח 1",08-6485172,N,אילת,N,29.54976332542394,34.953541665082454
צומת ספרים,קניון סימול,לימודים וספרים,www.booknet.co.il,"אשדוד, הגדוד העברי 6",08-9561469,Y,דרום,N,31.791798958506362,34.6387127425298
סטימצקי,קניון סיטי,לימודים וספרים,www.steimatzky.co.il,"אשדוד, הרצל פינת מנחם בגין",08-8554771,N,דרום,N,31.78950940707856,34.640370499999996
סטימצקי,קניון גירון,לימודים וספרים,www.steimatzky.co.il,"אשקלון, שד' בן גוריון 21",08-6711152,N,דרום,N,31.663565440079477,34.56451655992052
סטימצקי,צים סנטר,לימודים וספרים,www.steimatzky.co.il,"בית שאן, העמל 7 איזור תעשיה בית שאן",04-6581155,N,צפון,N,32.51261,35.500409
סטימצקי,קניון בת ים,לימודים וספרים,www.steimatzky.co.il,"בת-ים, יוספטל 92",03-5530114,N,מרכז,N,32.015485469516726,34.75532953048327
צומת ספרים,קניון בת-ים,לימודים וספרים,www.booknet.co.il,"בת-ים, יוספטל 92",03-6560140,Y,מרכז,N,32.01553251090231,34.755360962532215
סטימצקי,קניון הגבעה,לימודים וספרים,www.steimatzky.co.il,"גבעת שמואל, יוני נתניהו 29",03-5323611,N,מרכז,N,32.076977407078566,34.855386499999994
סטימצקי,קניון פרץ סנטר,לימודים וספרים,www.steimatzky.co.il,"דימונה, איזור תעשיה דרומי דימונה",08-6579366,N,דרום,N,31.060742,35.019479999999994
סטימצקי,קניון מרגלית,לימודים וספרים,www.steimatzky.co.il,"הוד השרון, ז'בוטינסקי 3",09-7408522,N,שרון,N,32.14329835127295,34.89170374515829
סטימצקי,קניון שבעת הכוכבים,לימודים וספרים,www.steimatzky.co.il,"הרצליה, שבעת הכוכבים 8",09-9504898,N,שרון,N,32.164909611053744,34.824050370796265
צומת ספרים,קניון שבעת הכוכבים,לימודים וספרים,www.booknet.co.il,"הרצליה, שבעת הכוכבים 8",09-9503075,Y,שרון,N,32.16497074906429,34.82411583362116
סטימצקי,קניון לב חדרה,לימודים וספרים,www.steimatzky.co.il,"חדרה, רוטשילד 40",04-6342852,N,צפון,N,32.43726935127296,34.92119174515829
סטימצקי,קניון סינמול לב המפרץ,לימודים וספרים,www.steimatzky.co.il,"חיפה, שד' ההסתדרות 55",04-8420498,N,צפון,N,32.79256335127295,35.03750374515829
סטימצקי,ביג קריות,לימודים וספרים,www.steimatzky.co.il,"חיפה, שד' ההסתדרות 254",04-8491558,N,צפון,N,32.809709,35.068512
סטימצקי,קניון סביונים,לימודים וספרים,www.steimatzky.co.il,"יהוד, דרך משה דיין 3",03-5367850,N,מרכז,N,32.03050944007948,34.87850955992052
צומת ספרים,ביג יקנעם,לימודים וספרים,www.booknet.co.il,"יקנעם, שד' רבין 9",04-9597534,Y,צפון,N,32.64265074388507,35.09271057179662
סטימצקי,קניון הראל,לימודים וספרים,www.steimatzky.co.il,"מבשרת ציון, מעלה הקסטל מבשרת ציון",02-5336705,N,ירושלים,N,31.799149958506362,35.1493927425298
צומת ספרים,קניון הראל,לימודים וספרים,www.booknet.co.il,"מבשרת ציון, מעלה הקסטל, מבשרת ציון",02-6527301,Y,ירושלים,N,31.799172743885066,35.14949257179662
סטימצקי,קניון הצפון,לימודים וספרים,www.steimatzky.co.il,"נהריה, האירית 2",04-9513319,N,צפון,N,32.99002744007948,35.09502855992052
סטימצקי,קניותר,לימודים וספרים,www.steimatzky.co.il,"נס-ציונה, האירוסים 53",08-9404694,N,מרכז,N,31.930319743885068,34.79786957179662
סטימצקי,דודג' סנטר,לימודים וספרים,www.steimatzky.co.il,"נצרת, דרך העמק 41",04-6568684,N,צפון,N,32.69286674388507,35.30507857179662
