שם,תיאור,סוג,שעות פתיחה,כתובת,אתר אינטרנט,טלפון,משלוחים,כשרות,נגישות לנכים,קטגוריה,עיר,אזור,חדש,latitude,longitude
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-14:30
שבת: 11:00-22:00","חונים קונים, יוסף לישנסקי 9",,1-700-700-600,ישיבה במסעדה,,Y,מסעדה,ראשון לציון,מרכז,N,31.989706,34.765320
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-14:30
שבת: 18:30– 23:00","טופ דן, פנחס רוזן 72",,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.114910,34.826066
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-21:00
שישי: 11:00-15:00
שבת: סגור","קניון הצפון, אירית 2",,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,נהרייה,צפון,N,32.990113,35.094943
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-15:00
שבת: שעה אחרי צאת שבת – 22:00","מ. ביג קריות, ההסתדרות 254",,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,חיפה,צפון,N,32.809709,35.068615
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-15:00
שבת: שעה אחרי צאת שבת – 22:00","מ. ביג, דרך חברון 21",,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,באר שבע,דרום,N,31.243857,34.809777
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: שעה אחרי צאת שבת – 23:00",צומת קוקה קולה,,1-700-700-600,ישיבה במסעדה,מהדרין,Y,מסעדה,בני ברק,מרכז,N,32.074427,34.843039
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: 11:00-15:00
שבת: שעה אחרי צאת שבת – 22:00",צומת כפר סילבר,,1-700-700-600,ישיבה במסעדה,כשר,N,מסעדה,אשקלון,דרום,N,31.674518,34.608998
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 9:00-21:30
שישי: 9:00-14:30
שבת: 8:30-21:30","קניון הנגב, צומת אלי כהן",,1-700-700-600,ישיבה במסעדה,מהדרין,Y,מסעדה,באר שבע,דרום,N,31.244230,34.792259
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-21:00
שישי: סגור
שבת: סגור","קניון הפסגה, משה דיין 106",,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,ירושלים,ירושלים,N,31.828004,35.240199
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-21:30
שישי: סגור
שבת: סגור","נקיון אדומים, קדם 5",,1-700-700-600,ישיבה במסעדה,מהדרין,Y,מסעדה,מעלה אדומים,ירושלים,N,31.772089,35.299126
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: 12:00-23:00",סוקולוב 138,,1-700-700-600,ישיבה במסעדה,,Y,מסעדה,חולון,מרכז,N,32.022223,34.785655
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-21:00
שישי: 11:00-15:00
שבת: סגור","ביג מגה, השוק 13",,1-700-700-600,ישיבה במסעדה,מהדרין,Y,מסעדה,עפולה,צפון,N,32.606345,35.292959
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-23:00
שישי: 
שבת: שעה לאחר צאת השבת",היכל מנורה,,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.061490,34.791551
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: שעה אחרי צאת שבת – 23:00","קניון ק. אונו, שלמה המלך 37",,1-700-700-600,ישיבה במסעדה,מהדרין,Y,מסעדה,קריית אונו,מרכז,N,32.055574,34.863378
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 11:00-22:00
שישי: סגור
שבת: סגור",קניון רמלה,,1-700-700-600,ישיבה במסעדה,מהדרין,Y,מסעדה,רמלה,מרכז,N,31.925743,34.863947
בורגראנץ',רשת המבורגר ישראלית,בשרים,"א-ה: 09:30-21:30
שישי: 08:30-15:00
שבת: שעה מצאת השבת - 22:00","קניון עזריאלי, פלימן 4",,1-700-700-600,ישיבה במסעדה,כשר,Y,מסעדה,חיפה,צפון,N,32.789601,34.965066
קלאסיק ,מסעדת המבורגרים ופיצות ,"איטלקי,בשרים","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",יהודה מכבי 53,,0722204010,ישיבה במסעדה,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.093959,34.790645
סלט ישראלי ,מסעדה טבעונית צמחונית ,"כריכים-סלטים,צמחוני-טבעוני","א-ה: 09:30-16:00
שישי: 
שבת: ",אבן גבירול 30,salat-israeli.co.il,03-6526564,ישיבה במסעדה,כן,N,מסעדה,תל אביב - יפו,מרכז,N,32.075078,34.781959
רוטשילדה,בית קפה מסעדה ,"איטלקי,בית קפה,חלבי,כריכים-סלטים","א-ה: 08:00-00:00
שישי: 08:00 עד 3 שעות לפני כניסת שבת
שבת: שעה  לאחר צאת השבת-00:00",המעפילים 1 (טיילת נהריה צמוד לחוף הים),rothschild-nahariyya.co.il,04-9921985,"ישיבה במסעדה,משלוחים","כשר למהדרין -בד""ץ",Y,מסעדה,נהרייה,צפון,N,33.007457,35.089639
JAPAN JAPAN,מסעדה אסייתית ,סושי-אסייאתי,"א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 11:00-14:30
שבת: חצי שעה לאחר צאת השבת -00:00",הלל יפה 11,,3304*,"ישיבה במסעדה,איסוף עצמי,משלוחים",כשר,Y,מסעדה,חדרה,צפון,N,32.435854,34.916516
KURA,מסעדה אסייתית ,סושי-אסייאתי,"א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",בן גוריון 136,kura.co.il,03-5522041,ישיבה במסעדה,,Y,מסעדה,בת ים,מרכז,N,32.011820,34.738421
פאזל בורגר,מסעדת המבורגרים,"בשרים,ים תיכוני","א-ה: 11:30-22:30
שישי: 11:30- שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת-23:30",ילדי טהרן 7,puzzle-burger.co.il/rishon/,03-6164787,ישיבה במסעדה,כשר,Y,מסעדה,ראשון לציון,מרכז,N,31.984992,34.767622
ג'ויה,מסעדה איטלקית ,"איטלקי,חלבי,מתוקים-קינוחים","א-ה: 12:00-23:00
שישי: 
שבת: שעה לאחר צאת השבת - 23:00",ויצמן 2,,03-6932005,ישיבה במסעדה,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.077465,34.788764
בורגראנץ',רשת המבורגר ישראלית,"בשרים,ים תיכוני,מזרחי","א-ה: 11:00-22:00
שישי: 11:00-14:00
שבת: ",תחנה מרכזית,,1-700-700-600,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,אשדוד,דרום,N,31.790732,34.640637
בית הפנקייק המקורי,"פנקייקים, טוסטים, המבורגרים ועוד ","בית קפה,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-00:00
שישי: 09:00-00:00
שבת: 09:00-00:00","אבשלום גיסין 17, קניון גיסין",www.pancake.co.il,,ישיבה במסעדה,,Y,מסעדה,פתח תקווה,מרכז,N,32.098160,34.881440
טרואר,חנות ובר יין,בר-פאב,"א-ה: 12:00-23:00
שישי: 10:00-16:00
שבת: 17:00-23:00",הנמל 35,,077-3503585,ישיבה במסעדה,,Y,מסעדה,חיפה,צפון,N,32.819280,35.000280
קפטן הוק,מסעדת דגים,דגים,"א-ה: 11:00-00:00
שישי: 11:00-00:00
שבת: 11:00-00:00",עמיעד 13,captainhook.co.il,03-6445440,ישיבה במסעדה,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.053530,34.756190
ביירן מרקט ,bayern-market.com/,"בשרים,צמחוני-טבעוני","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",המחקר 3,bayern-market.com/,052-8877544,ישיבה במסעדה,,Y,מסעדה,נתניה,שרון,N,32.289340,34.860500
הני הני,פרייד צ'יקן,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-23:00
שבת: 11:00-23:00","כפר מסעדה, רמת הגולן",,058-6610777,ישיבה במסעדה,,N,מסעדה,מסעדה,צפון,N,33.236540,35.757110
פיצה סנטרל,פיצריה,איטלקי,"א-ה: 11:00-23:00
שישי: 11:00-15:30
שבת: 20:30-23:00",הרוקמים 26,,03-6009666,ישיבה במסעדה,כשר,Y,מסעדה,חולון,מרכז,N,32.007830,34.801080
אמירי,ביסטרו כשר,"בשרים,דגים,ים תיכוני,כריכים-סלטים,מתוקים-קינוחים","א-ה: 12:00-22:00
שישי: 
שבת: ",צבי נחל 2 עמק חפר,www.amiribistro.co.il,04-6551050,ישיבה במסעדה,כשר,Y,מסעדה,חדרה,שרון,N,32.405040,34.896850
אווזי,"בשרים, שיפודים, סלטים",בשרים,"א-ה: 12:00-23:00
שישי: 12:00-14:30
שבת: ",אצל 54,,03-6879918,ישיבה במסעדה,כשר,Y,מסעדה,תל אביב - יפו,מרכז,N,32.050120,34.792080
בורגר לג'נדס,מסעדת המבורגרים כשרה,בשרים,"א-ה: 11:00-23:30
שישי: 
שבת: 21:00-23:30",הגיבורים 63,,052-6126229,"ישיבה במסעדה,משלוחים",כשר,Y,מסעדה,חדרה,צפון,N,32.437210,34.922790
ג'ויה ,מסעדה איטלקית ,"איטלקי,בית קפה,חלבי","א-ה: 12:00-23:00 - לא כולל עסקיות
שישי: 12:00-23:30
שבת: 12:00-23:30",אבשלום גיסין 15,joya.co.il/,077-9386459,ישיבה במסעדה,,Y,מסעדה,פתח תקווה,מרכז,N,32.097901,34.882196
VIVINO,מסעדה איטלקית לא כולל ארוחות עסקיות ,"איטלקי,בית קפה,דגים,חלבי","א-ה: 12:00-22:30
שישי: 12:00-00:00
שבת: 12:00-00:00",מתחם מסחרי מול זכרון,www.vivino.co.il/franchises,04-8283000,ישיבה במסעדה,,Y,מסעדה,זכרון יעקב,צפון,N,32.569131,34.933342
JAPAN JAPAN,מסעדה אסייתית ,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:30-23:00 חמישי עד 00:00
שישי: 10:30-14:30
שבת: חצי שעה לאחר צאת השבת - 23:00",מוטה גור 14,,3304*,"ישיבה במסעדה,איסוף עצמי,משלוחים","בד""צ בית יוסף",Y,מסעדה,גבעת שמואל,מרכז,N,32.074845,34.853920
JAPAN JAPAN,מסעדה אסייתית ,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 10:00-22:00 חמישי עד 23:00
שישי: 10:00-14:00
שבת: חצי שעה לאחר צאת השבת - 23:00",יפו 224,,3304*,"ישיבה במסעדה,איסוף עצמי,משלוחים","בד""צ בית יוסף",Y,מסעדה,ירושלים,ירושלים,N,31.789002,35.203232
חצר עין כרם,מסעדה חלבית כשרה בנוף הקסום,"איטלקי,בית קפה,דגים,חלבי,מתוקים-קינוחים","א-ה: 12:00-22:30
שישי: 09:30 - שעתיים לפני כניסת שבת
שבת: ",מדרגות הרומאים עין כרם,,,ישיבה במסעדה,כן,N,מסעדה,ירושלים,ירושלים,N,31.766333,35.163524
Donna,מסעדה איטלקית חלבית,"איטלקי,בית קפה,דגים,חלבי,מתוקים-קינוחים","א-ה: 18:00-01:00
שישי: 
שבת: שעה וחצי מצאת השבת-01:00",דרך בן גוריון 135,,03-5034898,ישיבה במסעדה,רבנות בת ים ירקות שמיטה לחומרא חלב ישראל,Y,מסעדה,בת ים,מרכז,N,32.013034,34.739036
דוביל'ה,מסעדת מזון מהיר סנדוויצ'ים,בשרים,"א-ה: 11:00-02:45
שישי: 11:00- עד שעתיים לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 02:00",דרבן 6,doobille.co.il,08-715588,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,אילת,אילת,N,29.554234,34.957383
Gustino,מסעדה איטלקית ,"איטלקי,דגים,חלבי,מתוקים-קינוחים","א-ה: 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",צפצפה,gustino.co.il,04-9883300,ישיבה במסעדה,,Y,מסעדה,רמת ישי,צפון,N,32.706630,35.174247
אנגוס,"מסעדת בשרים, ים תיכוני ","בשרים,ים תיכוני","א-ה: 11:30-22:00
שישי: 11:30-22:00
שבת: 11:30-22:00",מתחם הקנות מגדל - כביש 90,www.angus.co.il/,04-6950967,ישיבה במסעדה,,Y,מסעדה,מגדל,צפון,N,32.828602,35.512181
שיפרה וג'מיל,מסעדת בשרים ,"בשרים,ים תיכוני,מזרחי","א-ה: 11:30-23:30
שישי: 
שבת: מצאת השבת - 00:00",אריק איינשטיין 1,,079-6111999,ישיבה במסעדה,רבנות הרצליה,Y,מסעדה,הרצליה,מרכז,N,32.163595,34.815287
פולקלה,מסעדה בשרית עוף ושניצל ,"בשרים,ים תיכוני,כריכים-סלטים","א-ה: 11:30-21:00
שישי: 
שבת: ",הנציב 18,pullkele.co.il,03-5270078,ישיבה במסעדה,כשר,N,מסעדה,תל אביב - יפו,מרכז,N,32.069145,34.790161
VIVINO,מסעדה איטלקית לא כולל ארוחות עסקיות,"איטלקי,חלבי,מתוקים-קינוחים","א-ה: א'-ד' 12:00-22:00 ה' 12:00-23:00
שישי: 12:00-23:00
שבת: 12:00-23:00",החרושת 15,www.vivino.co.il/franchises,04-8834070,ישיבה במסעדה,,Y,מסעדה,כרמיאל,צפון,N,32.921743,35.308040
בלאק איירון ,מסעדת בשרים ,"בשרים,ים תיכוני,מזרחי","א-ה: 18:00-23:00
שישי: 
שבת: שעה מצאת השבת - 23:00",אגריפס 80,en.blackiron.co.il,02-5465650,ישיבה במסעדה,כשר,Y,מסעדה,ירושלים,ירושלים,N,31.784784,35.210843
CIVITAS,מסעדה איטלקית ,"דגים,חלבי","א-ה: 10:00-21:30
שישי: 10:00-15:30
שבת: שעה מצאת השבת - 23:00","דרך אגודת הספורט בית""ר 1",,052-5126440,ישיבה במסעדה,כן,N,מסעדה,ירושלים,ירושלים,N,31.751431,35.187195
ביף העמק,מסעדת המבורגרים,בשרים,"א-ה: 12:00-00:00
שישי: 
שבת: מצאת השבת - 00:00",רחבעם זאבי 1,,050-2647105,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,בית שאן,צפון,N,32.497012,35.503851
Su-Shai,מסעדה אסייתית ,"סושי-אסייאתי,דגים,מתוקים-קינוחים,צמחוני-טבעוני","א-ה: 14:00-22:00
שישי: 12:00-שעה לפני כניסת שבת
שבת: חצי שעה מצאת השבת - 23:00",גושן 76,su-shai.orderss.co.il,054-4505455,"ישיבה במסעדה,משלוחים",כן,Y,מסעדה,קריית מוצקין,צפון,N,32.831010,35.074352
שווארמה ראש העיר,מסעדת בשרים ,"בשרים,טאפסים,מזרחי","א-ה: 10:00-00:00
שישי: 
שבת: שעה לאחר צאת השבת - 00:00",הרצל 31,,08-6750003,ישיבה במסעדה,כשר,Y,מסעדה,אשקלון,דרום,N,31.664712,34.586847
TAXI BURGA,מסעדת המבורגרים ובשרים,בשרים,"א-ה: 11:00-00:00
שישי: 11:30-00:00
שבת: 11:00-00:00",העליה השניה 96,www.taxiburga.com,079-6111666,"ישיבה במסעדה,משלוחים",,Y,מסעדה,חיפה,צפון,N,32.831364,34.970481
מסעדת רוקפור,מסעדה חלבית ואסייתית ,"סושי-אסייאתי,בית קפה,חלבי","א-ה: 12:00-00:00
שישי: 12:00-15:00
שבת: ",הפועלים 5 אזור תעשיה,rokfor.rest.co.il,08-6572010,ישיבה במסעדה,כשר למהדרין,N,מסעדה,דימונה,דרום,N,31.062809,35.019202
פיצה שף ,"פיצה, מטבח איטלקי ","איטלקי,בית קפה,חלבי,צמחוני-טבעוני,ללא גלוטן","א-ה: 11:00-23:00
שישי: 
שבת: שעה לאחר צאת השבת - 00:00",שדרות דובאני 58,,073-7294878,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,יבנה,דרום,N,31.868673,34.745794
חוף מיה ,"מסעדת דגים, סושי, בשרים ","בית קפה,בשרים,דגים,חלבי,ים תיכוני","א-ה: 10:00-23:00
שישי: 10:00-23:00
שבת: 10:00-23:00",דרך פעמי השלום 8,,050-3101007,ישיבה במסעדה,,Y,מסעדה,אילת,אילת,N,29.550344,34.955676
פיצה זיידי ועוד,פיצה איטלקית ,"איטלקי,חלבי","א-ה: 10:00-23:00
שישי: 10:00-14:00
שבת: 45 דק' מצאת השבת-23:00",מרכז מסחרי דקל,www.zaidyspizza.com,02-9932237,ישיבה במסעדה,כשר,Y,מסעדה,אפרת,ירושלים,N,31.663897,35.156490
אצה ,סושי בר אסייתי. מכובד בישיבה במסעדה בלבד,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 12:00-22:00
שישי: 
שבת: ",ז'בוטינסקי 1,"mcc_item_new,333315",04-6444522,ישיבה במסעדה,,N,מסעדה,מעלות-תרשיחא,צפון,N,33.012328,35.283829
JAPAN JAPAN,מסעדה אסייתית,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-23:00
שישי: 11:00-15:30
שבת: ",שדרות בן גריון 2,,3304*,"ישיבה במסעדה,איסוף עצמי,משלוחים",כשר רבנות מצפה רמון,Y,מסעדה,מצפה רמון,דרום,N,30.612549,34.802726
קפה גרג,בית קפה מסעדה,"איטלקי,בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 09:00-21:00
שישי: 09:00-14:30
שבת: ","טשרניחובסקי 4, קניון 8 סנטר",gregcafe.co.il/,04-6934298,ישיבה במסעדה,כשר למהדרין,N,מסעדה,קריית שמונה,צפון,N,33.210594,35.568189
קאסה דל פפה,מסעדת איטלקית חלבית ,"איטלקי,חלבי,כריכים-סלטים","א-ה: 09:00-00:00
שישי: 
שבת: מצאת השבת - 00:00",הקליטה 3,orders.netlunch.online/casa-del-pepe/,08-8655993,"ישיבה במסעדה,משלוחים","בד""צ בית יוסף",Y,מסעדה,אשדוד,דרום,N,31.787596,34.642625
Black,רשת המבורגר כולל ארוחות עסקיות ,בשרים,"א-ה: 11:30-22:00
שישי: 11:30-22:00
שבת: 11:30-שעה לפני כניסת שבת",ז'בוטינסקי 72-74,blackbarburger.co.il,03-7780777,ישיבה במסעדה,כשר,N,מסעדה,פתח תקווה,מרכז,N,32.092532,34.865475
קפה גרג,בית קפה מסעדה,"בית קפה,בשרים","א-ה: 24/7
שישי: 24/7
שבת: 24/7",אחי אילת  20,gregcafe.co.il/,04-8729999,ישיבה במסעדה,,Y,מסעדה,קריית חיים תאי דואר,צפון,N,32.821230,35.070410
באלי בורגר,מסעדה אמריקאית המבורגרים ועוף בגריל,בשרים,"א-ה: 11:00-23:00
שישי: 10:00-14:30
שבת: 19:30-00:00",אופנהיימר 10 פארק המדע,,9338*,ישיבה במסעדה,כשר,N,מסעדה,רחובות,מרכז,N,31.910704,34.807541
גו נודלס ,"מסעדה אסייתית, מוקפצים, נודלס","סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-18:00
שישי: 
שבת: ",הירקון 5,gonoodles.co.il,03-9473373,ישיבה במסעדה,כשר,Y,מסעדה,בני ברק,מרכז,N,32.095505,34.822931
גו נודלס ,"מסעדה אסייתית, מוקפצים, נודלס","סושי-אסייאתי,צמחוני-טבעוני","א-ה: 09:30-22:00
שישי: 09:30-15:30
שבת: שעה מצאת השבת - 23:00",קניון עזריאלי,gonoodles.co.il,03-9173007,ישיבה במסעדה,כשר,N,מסעדה,תל אביב - יפו,מרכז,N,32.074619,34.791195
בליקר בייקרי,בית קפה ומסעדה איטלקית,"איטלקי,בית קפה,דגים,חלבי","א-ה: 08:00-לקוח אחרון
שישי: 08:00- שעה לפני כניסת שבת
שבת: 40 דק' לאחר צאת השבת - לקוח אחרון",קניון G,,09-9545365,ישיבה במסעדה,כשר למהדרין,N,מסעדה,כפר סבא,שרון,N,32.171663,34.928186
קיטשן בראסרי,בית קפה מסעדה תפריט שף ,"איטלקי,בית קפה,חלבי,ים תיכוני","א-ה: 08:30-22:30
שישי: 08:30 - שעה לפני כניסת שבת
שבת: שעה לאחר צאת השבת - 23:00",דרך עכו 192,gregcafe.co.il/,04-8405575,ישיבה במסעדה,"כשר בד""צ בית יוסף",N,מסעדה,קריית ביאליק,צפון,N,32.845197,35.092000
JAPAN JAPAN,מסעדה אסייתית ,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: 11:00-23:00
שישי: 11:00-15:00
שבת: שעה לאחר צאת השבת - 23:00",הבנאי 6 - קניון מגה אור,,3304*,"ישיבה במסעדה,איסוף עצמי,משלוחים","כשר בד""צ בית יוסף",Y,מסעדה,אריאל,שרון,N,32.100617,35.169732
סביח השרון ,סביח פלאפל ,"ים תיכוני,מזרחי,צמחוני-טבעוני","א-ה: 10:00-20:30
שישי: 10:00-14:30
שבת: ",סוקולוב 72,,09-7405001,ישיבה במסעדה,,N,מסעדה,רמת השרון,שרון,N,32.146273,34.838996
קפה גרג,בית קפה מסעדה,"בית קפה,חלבי,כריכים-סלטים,מתוקים-קינוחים","א-ה: 08:00-22:00
שישי: 08:00-136:30
שבת: ",קניון G הקישון 9,gregcafe.co.il/,08-9240244,ישיבה במסעדה,כשר,N,מסעדה,יבנה,מרכז,N,31.886052,34.733804
Black,רשת המבורגר כולל ארוחות עסקיות ,בשרים,"א-ה: 12:00-לקוח אחרון
שישי: 12:00-לקוח אחרון
שבת: 12:00-לקוח אחרון",אבא הלל 301 קניון איילון,blackbarburger.co.il,03-5522250,ישיבה במסעדה,,N,מסעדה,רמת גן,מרכז,N,32.100551,34.826104
Food Truck Square,מסעדת בשרים,בשרים,"א-ה: 12:00-22:00
שישי: 
שבת: ",כפר אדומים,,050-7776676,ישיבה במסעדה,כשר,N,מסעדה,כפר אדומים,ירושלים,N,31.815398,35.349451
מסעדת CASA LUNA,מסעדה איטלקית ,"איטלקי,דגים,חלבי,מתוקים-קינוחים","א-ה: 18:30-23:00
שישי: 
שבת: ",מלון הרודס,www.rest.co.il/rest/80356642/,050-6936973,ישיבה במסעדה,כשר,N,מסעדה,אילת,אילת,N,29.548656,34.967043
פאזל בורגר,בורגרים,בשרים,"א-ה: 11:00-17:00
שישי: 
שבת: ",מגדל אשטרום לייף,puzzle-burger.co.il/,,ישיבה במסעדה,כשר,Y,מסעדה,בני ברק,מרכז,N,32.094598,34.822344
מדאמס,חומוסיה,"ים תיכוני,מזרחי,צמחוני-טבעוני","א-ה: 10:00-21:00
שישי: 10:00-16:00
שבת: ",הירקון 3,,03-6514114,ישיבה במסעדה,כשר למהדרין,N,מסעדה,בני ברק,מרכז,N,32.095437,34.822543
צ'יק צ'ק צ'יקן ,אוכל ביתי ,"בשרים,ים תיכוני,צמחוני-טבעוני","א-ה: 10:45-16:30
שישי: 11:00-14:00
שבת: ",אבן גבירול 30,,050-2228508,ישיבה במסעדה,כשר,N,מסעדה,תל אביב - יפו,מרכז,N,32.075036,34.781847
ממבו מילאנו ,מסעדה איטלקית כולל ארוחות עסקיות,"איטלקי,בית קפה,חלבי","א-ה: א'-ד' 18:00-23:30 ה' 18:00-01:00
שישי: 12:00-01:00
שבת: 12:00-01:00",שד' מוריה 127,,077-2302550,ישיבה במסעדה,,Y,מסעדה,חיפה,צפון,N,32.787741,34.986185
CAFFE DEATALIA,"בייקרי ופטסרי איטלקי, קינוחים ומגוון פיצות ","איטלקי,חלבי,טאפסים,מתוקים-קינוחים","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 
שבת: ",ב.ס.ר סיטי מתחם EATALIA,,03-6989820,ישיבה במסעדה,כשר,Y,מסעדה,פתח תקווה,מרכז,N,32.091463,34.860704000000005
FORMAGGERIA ,בר גבינות ויין ,"איטלקי,בר-פאב,חלבי","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 
שבת: ",ב.ס.ר סיטי מתחם EATALIA,,03-6989820,ישיבה במסעדה,כן,Y,מסעדה,פתח תקווה,מרכז,N,32.091463,34.860498
JOYA DEATALIA,מסעדת שף איטלקית ,"איטלקי,חלבי","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 
שבת: ",ב.ס.ר סיטי מתחם EATALIA,,03-6989820,ישיבה במסעדה,כשר,Y,מסעדה,פתח תקווה,מרכז,N,32.090864,34.860656
VINO ,בר יין בישיבה במסעדה בלבד,"סושי-אסייאתי,צמחוני-טבעוני","א-ה: א'-ד' 11:00-23:00 ה' 11:00-00:00
שישי: 
שבת: ",בסר סיטי מתחם EATALIA,,03-6989820,ישיבה במסעדה,כן,Y,מסעדה,פתח תקווה,מרכז,N,32.091491,34.860633
יאשקה ,שווארמה גריל ,"בשרים,מזרחי","א-ה: 11:00-23:00
שישי: 
שבת: ",מרכז מסחרי אלון קרית השרון,,,ישיבה במסעדה,כשר,N,מסעדה,נתניה,שרון,N,32.306863,34.869055
יאשקה,שווארמה גריל,"בשרים,ים תיכוני","א-ה: 11:00-22:00
שישי: 
שבת: ",טרומפלדור 5,,03-5057632,ישיבה במסעדה,כשר,N,מסעדה,רמת השרון,מרכז,N,32.136267,34.844783
צ'ופ צ'ופ,אוכל רחוב אסייתי,"סושי-אסייאתי,דגים,הודי,צמחוני-טבעוני","א-ה: 11:00-23:00
שישי: 
שבת: 19:00-23:00",אבן גבירול 20,chop-chop.co.il,077-2040828,ישיבה במסעדה,,Y,מסעדה,תל אביב - יפו,מרכז,N,32.073733,34.782073
לבנון ,חומוס ערק ומה שביניהם,"בשרים,ים תיכוני,מזרחי","א-ה: 10:00-17:00
שישי: 10:00-17:00
שבת: ",יהדות קנדה 1,,03-7440390,ישיבה במסעדה,כשר,Y,מסעדה,אור יהודה,מרכז,N,32.020697,34.860341
סינטה בר ,ביסטרו מקומי בשרים דגים ועוד כולל ארוחות עסקיות,"בשרים,דגים,טאפסים","א-ה: א'-ד' 12:00-00:00 ה' 12:00-00:30
שישי: 12:00-00:30
שבת: 12:00-00:30",נתיב האור 1 בניין פארק המדע,,04-6661829,ישיבה במסעדה,,Y,מסעדה,חיפה,צפון,N,32.785427,34.964167
מר באן בורגר,המבורגרים ונקניקיות כולל ארוחות עסקיות,בשרים,"א-ה: 11:00-23:00
שישי: 11:00-23:00
שבת: 11:00-23:00",נתיב האור 1 בניין פארק המדע,,077-3628388,ישיבה במסעדה,,N,מסעדה,חיפה,צפון,N,32.785433,34.964158
סינטה בר אקספרס ,המבורגרים מושחתים כולל ארוחות עסקיות,"בשרים,כריכים-סלטים","א-ה: א׳-ו׳: 07:00-23:00 | Deli: 07:00-15:00
שישי:  א׳-ו׳: 07:00-23:00 | Deli: 07:00-15:00
שבת: ",איינשטיין 139,,04-6601235,ישיבה במסעדה,,Y,מסעדה,חיפה,צפון,N,32.777762,34.999873
המבורג רחובות,מסעדת המבורגרים לא כולל עסקיות ולייט נייט,כריכים-סלטים,"א-ה: א'-ד'- 12:00-02:30 ה' 12:00-04:00
שישי: 12:00-04:00
שבת: 12:00-04:00",המדע 1,hamburg.co.il,1-700507073,"ישיבה במסעדה,איסוף עצמי",,N,מסעדה,רחובות,מרכז,N,31.912291,34.803674
אנטריקוטי,"בשרים על האש, סלטים ועוד","בשרים,ים תיכוני","א-ה: 10:00-23:00
שישי: 
שבת: ",א.ד. גורדון 28,,,ישיבה במסעדה,כשר למהדרין,Y,מסעדה,פתח תקווה,מרכז,N,32.088544,34.898272
